URN,KS4 Pupils,KS4 Boys,KS4 Girls,Progress 8,Progress 8 Boys,Progress 8 Girls,Attainment 8,Attainment 8 Boys,Attainment 8 Girls,Eng Maths Grade 5,Entering EBacc,EBacc Avg Score,EBacc Avg Boys,EBacc Avg Girls,EBacc Grade 5,Progress 8 Band,P8 Desc,Academic Year
119868,5,,,,,,,,,,,,,,,,,2017
139675,82,38,44,-0.29,-0.32,-0.27,39.4,38,40.7,20%,9%,,,,1%,,,2017
141257,207,92,115,-0.3,-0.46,-0.18,42.3,41.7,42.7,37%,8%,,,,3%,,,2017
119871,8,6,2,,,,,,,,,,,,,,,2017
142469,193,93,100,-1.06,-1.44,-0.72,36.2,32.3,39.8,33%,27%,,,,10%,,,2017
140759,186,89,97,-0.67,-0.95,-0.42,37.3,34.3,39.9,24%,25%,,,,11%,,,2017
141132,100,45,55,-0.51,-0.71,-0.34,38.6,38.1,39,19%,19%,,,,7%,,,2017
140143,18,12,6,-1.48,-1.43,-1.58,0.8,0.6,1.3,0%,0%,,,,0%,,,2017
138481,79,40,39,-0.77,-0.97,-0.58,36.2,34.7,37.8,23%,37%,,,,11%,,,2017
122953,5,,,,,,,,,,,,,,,,,2017
122867,153,84,69,-0.57,-0.89,-0.15,42,38.7,46.1,40%,40%,,,,20%,,,2017
139062,142,67,75,0.01,-0.01,0.03,43.5,44,43,30%,29%,,,,15%,,,2017
138641,181,83,98,0.18,0.03,0.31,50.3,46.5,53.6,46%,34%,,,,22%,,,2017
122933,14,7,7,,,,51.9,43.6,60.2,57%,43%,,,,43%,,,2017
136628,223,105,118,0.56,0.41,0.7,60.2,60.2,60.2,77%,39%,,,,35%,,,2017
139956,158,81,77,0.04,-0.27,0.37,45.5,41.3,49.8,40%,30%,,,,18%,,,2017
140549,144,80,64,-0.35,-0.63,0,39.4,34.8,45.2,29%,18%,,,,7%,,,2017
140698,175,90,85,-0.14,-0.4,0.13,45.8,42.9,48.9,39%,71%,,,,30%,,,2017
138248,151,62,89,0.76,0.65,0.84,52.9,51.7,53.8,60%,38%,,,,26%,,,2017
122955,10,10,0,,,,,,,,,,,,,,,2017
122937,4,,,,,,,,,,,,,,,,,2017
122957,7,6,1,,,,,,,,,,,,,,,2017
136039,5,,,,,,,,,,,,,,,,,2017
131536,1,,,,,,,,,,,,,,,,,2017
140854,15,13,2,-1.69,,,9.6,,,0%,0%,,,,0%,,,2017
138837,103,51,52,-0.46,-0.69,-0.24,40.3,37.5,43,29%,32%,,,,17%,,,2017
138810,148,58,90,-0.08,-0.2,-0.01,46.5,47,46.1,34%,28%,,,,16%,,,2017
144768,,,,,,,,,,,,,,,,,,2017
131998,34,14,20,,,,9.8,12.3,8.1,0%,0%,,,,0%,,,2017
138411,116,55,61,0.1,0,0.18,43.3,42,44.5,38%,5%,,,,2%,,,2017
137141,56,24,32,0.27,0.12,0.38,48.6,46.3,50.4,38%,39%,,,,20%,,,2017
122961,10,9,1,-1.47,,,1.4,,,0%,0%,,,,0%,,,2017
122854,139,67,72,-0.03,-0.11,0.04,47.9,43.5,52,47%,57%,,,,28%,,,2017
138872,113,57,56,-0.38,-0.67,-0.08,42,40.9,43.2,33%,23%,,,,8%,,,2017
136361,220,109,111,0.44,0.25,0.64,55.5,52.4,58.6,57%,40%,,,,29%,,,2017
138247,241,128,113,0.71,0.6,0.84,54.6,52.2,57.3,63%,36%,,,,26%,,,2017
144486,92,44,48,-1.15,-1.25,-1.05,30.6,28.7,32.3,17%,8%,,,,1%,,,2017
144489,,,,,,,,,,,,,,,,,,2017
142538,10,9,1,,,,5.5,,,0%,0%,,,,0%,,,2017
137536,245,115,130,-0.16,-0.5,0.14,48.3,43.8,52.2,51%,42%,,,,24%,,,2017
137319,243,116,127,0.45,0.27,0.61,53.3,51.5,54.9,55%,29%,,,,23%,,,2017
137158,151,86,65,-0.06,-0.04,-0.09,43.5,42.4,45,36%,37%,,,,15%,,,2017
122956,9,5,4,-3.01,,,6.4,,,0%,0%,,,,0%,,,2017
139603,9,9,0,,,,6.5,6.5,,0%,0%,,,,0%,,,2017
142725,123,56,67,-0.36,-0.38,-0.34,42.2,40.7,43.4,40%,28%,,,,15%,,,2017
122908,94,63,31,,,,27,25.8,29.4,0%,0%,,,,0%,,,2017
137409,167,81,86,-0.03,-0.39,0.32,56.8,50.6,62.7,65%,83%,,,,43%,,,2017
138832,119,54,65,0.25,0.13,0.34,50.2,48.5,51.5,50%,47%,,,,37%,,,2017
122949,13,10,3,-1.92,,,9.8,,,0%,0%,,,,0%,,,2017
137159,194,90,104,0,-0.14,0.11,46.3,45.4,47.1,37%,14%,,,,7%,,,2017
138482,231,126,105,0.53,0.31,0.79,57.6,55.9,59.6,66%,59%,,,,38%,,,2017
122830,111,55,56,0.31,0.12,0.48,43.2,41.1,45.2,40%,9%,,,,3%,,,2017
137857,172,86,86,-0.36,-0.62,-0.09,45,41.2,48.7,32%,49%,,,,27%,,,2017
138661,11,10,1,,,,,,,,,,,,,,,2017
138191,140,75,65,-0.14,-0.29,0.05,51.9,51.2,52.6,53%,55%,,,,27%,,,2017
136291,218,127,91,0.36,0.16,0.64,53.3,50.9,56.6,56%,56%,,,,44%,,,2017
122898,234,107,127,0.05,-0.12,0.18,53.3,51.7,54.6,54%,51%,,,,26%,,,2017
139135,3,,,,,,,,,,,,,,,,,2017
138964,152,83,69,-0.12,-0.3,0.11,49.5,47.2,52.3,52%,32%,,,,22%,,,2017
137085,149,73,76,0.12,0.05,0.19,46,45,47,36%,30%,,,,18%,,,2017
138365,,,,,,,,,,,,,,,,,,2017
137117,111,49,62,-0.06,-0.5,0.31,43.5,38.7,47.4,34%,3%,,,,3%,,,2017
137763,235,122,113,0.07,-0.05,0.2,46.3,44.7,48,50%,38%,,,,18%,,,2017
138076,185,93,92,-0.31,-0.57,-0.06,43.2,41.1,45.3,44%,41%,,,,24%,,,2017
140992,106,64,42,-0.02,-0.04,0.01,45.6,45,46.6,35%,21%,,,,10%,,,2017
122952,7,5,2,,,,,,,,,,,,,,,2017
122947,2,,,,,,,,,,,,,,,,,2017
137981,336,158,178,0.03,-0.19,0.22,48,45.7,50.1,36%,26%,,,,16%,,,2017
135583,221,111,110,0.07,-0.17,0.31,46,42.7,49.3,40%,15%,,,,8%,,,2017
140812,62,20,42,-1.31,-1.84,-1.06,25.2,19.2,28,6%,0%,,,,0%,,,2017
130996,15,11,4,-2.15,,,0.7,,,0%,0%,,,,0%,,,2017
137112,79,36,43,-0.33,-0.61,-0.08,47.2,45.6,48.5,35%,56%,,,,22%,,,2017
137628,201,107,94,0.17,-0.05,0.4,46.5,43.4,50.1,38%,25%,,,,11%,,,2017
136627,230,123,107,0.34,0.13,0.57,52.4,48.8,56.6,60%,32%,,,,27%,,,2017
134649,1,,,,,,,,,,,,,,,,,2017
135393,1,,,,,,,,,,,,,,,,,2017
136878,283,128,155,0.29,0.08,0.46,56.3,54,58.2,64%,69%,,,,36%,,,2017
139063,93,51,42,-0.02,-0.15,0.14,41.4,39.6,43.6,23%,70%,,,,15%,,,2017
135685,199,115,84,-1.11,-1.22,-0.96,29.7,27.4,32.8,19%,15%,,,,3%,,,2017
122915,97,97,0,,,,58.5,58.5,,1%,1%,,,,1%,,,2017
135761,134,67,67,0.17,-0.14,0.49,41.9,38,45.7,32%,22%,,,,17%,,,2017
137184,117,,117,0.16,,0.16,44.4,,44.4,34%,85%,,,,26%,,,2017
122966,7,7,0,-2.78,-2.78,,7,7,,0%,0%,,,,0%,,,2017
137798,294,155,139,0.15,-0.01,0.32,47.6,45.2,50.2,45%,23%,,,,11%,,,2017
137915,16,12,4,-1.79,,,1.3,,,6%,0%,,,,0%,,,2017
134889,6,4,2,,,,,,,,,,,,,,,2017
135573,9,5,4,,,,,,,,,,,,,,,2017
141010,,,,,,,,,,,,,,,,,,2017
136724,201,107,94,0.16,-0.14,0.5,50.1,48.3,52.3,51%,84%,,,,38%,,,2017
131119,8,,8,,,,29.4,,29.4,0%,0%,,,,0%,,,2017
122828,237,118,119,-0.89,-1.15,-0.64,32.4,28.7,36.1,16%,2%,,,,1%,,,2017
139765,156,82,74,-0.23,-0.55,0.06,44.6,40,49.7,42%,18%,,,,10%,,,2017
135881,343,158,185,-0.48,-0.69,-0.31,37.7,33.7,41.2,23%,76%,,,,12%,,,2017
141335,146,71,75,-0.96,-1.14,-0.8,31.1,29.3,32.7,13%,17%,,,,3%,,,2017
122964,3,,,,,,,,,,,,,,,,,2017
122912,11,4,7,,,,24.1,,,0%,0%,,,,0%,,,2017
144487,90,59,31,-0.39,-0.43,-0.32,35.8,35.5,36.3,14%,0%,,,,0%,,,2017
140369,84,45,39,-0.13,-0.09,-0.17,37.4,40.1,34.3,18%,14%,,,,5%,,,2017
140487,5,,,,,,,,,,,,,,,,,2017
140984,43,27,16,0.13,0.04,0.28,51.2,49.3,54.5,47%,2%,,,,0%,,,2017
122962,10,8,2,-2.09,,,3.6,,,0%,0%,,,,0%,,,2017
141363,129,74,55,-0.42,-0.52,-0.3,42,41.3,43,29%,16%,,,,9%,,,2017
134253,117,73,44,0.6,0.6,0.59,44.1,45.3,42,37%,49%,,,,11%,,,2017
138341,169,90,79,0.13,0.05,0.23,51.4,49.9,53,53%,47%,,,,23%,,,2017
122936,102,,102,,,,71.2,,71.2,87%,0%,,,,0%,,,2017
138875,5,,,,,,,,,,,,,,,,,2017
141176,74,35,39,0.17,-0.48,0.73,44.5,39.7,48.9,32%,23%,,,,14%,,,2017
123580,133,60,73,-0.65,-0.79,-0.53,40.1,38,41.9,28%,41%,,,,14%,,,2017
123600,102,66,36,,,,24.6,23,27.5,0%,0%,,,,0%,,,2017
142153,124,66,58,0.11,0.02,0.22,48.3,47.9,48.8,39%,27%,,,,12%,,,2017
139220,1,,,,,,,,,,,,,,,,,2017
123630,7,6,1,-2.39,,,6.5,,,0%,0%,,,,0%,,,2017
123564,63,34,29,-0.16,-0.29,0.04,45.3,42,49.1,40%,41%,,,,22%,,,2017
134000,4,,,,,,,,,,,,,,,,,2017
135445,2,,,,,,,,,,,,,,,,,2017
139769,152,77,75,0.03,-0.03,0.1,50.4,47.6,53.2,59%,45%,,,,34%,,,2017
139102,96,51,45,-0.49,-0.63,-0.34,43,40.7,45.5,45%,49%,,,,24%,,,2017
123619,7,6,1,,,,18.4,,,14%,0%,,,,0%,,,2017
131033,1,,,,,,,,,,,,,,,,,2017
123577,86,52,34,0.41,0.23,0.72,52.5,52.6,52.2,57%,36%,,,,21%,,,2017
123599,22,12,10,,,,46.9,37.8,57.8,36%,59%,,,,32%,,,2017
140531,15,9,6,-1.41,,,0.4,0.7,0,0%,0%,,,,0%,,,2017
123608,148,113,35,,,,22.6,22,24.5,0%,0%,,,,0%,,,2017
143142,42,22,20,-0.37,-0.51,-0.22,36.9,34.4,39.6,10%,29%,,,,2%,,,2017
123623,79,37,42,,,,48.1,47.9,48.4,0%,0%,,,,0%,,,2017
135511,8,6,2,,,,5.5,,,0%,0%,,,,0%,,,2017
138580,2,,,,,,,,,,,,,,,,,2017
133478,3,,,,,,,,,,,,,,,,,2017
136979,219,100,119,-0.06,-0.28,0.13,46.5,44.8,48,45%,69%,,,,36%,,,2017
139455,135,67,68,-0.11,-0.32,0.08,50.6,47.3,54,48%,41%,,,,26%,,,2017
123613,100,63,37,,,,20.8,20.3,21.7,17%,19%,,,,13%,,,2017
123620,55,0,55,,,,65.5,,65.5,78%,56%,,,,55%,,,2017
131171,6,0,6,,,,3.5,,3.5,0%,0%,,,,0%,,,2017
138216,168,85,83,0.27,0.21,0.33,54.2,52.3,56.2,62%,33%,,,,22%,,,2017
137336,124,70,54,0.22,-0.06,0.59,51.6,50.5,53,60%,65%,,,,34%,,,2017
141451,96,48,48,0.05,-0.22,0.33,48.3,43.8,52.7,32%,18%,,,,7%,,,2017
132772,5,,,,,,,,,,,,,,,,,2017
143401,165,91,74,-0.91,-1.27,-0.47,34.7,31.7,38.4,22%,10%,,,,6%,,,2017
123604,49,,49,,,,59.5,,59.5,65%,73%,,,,55%,,,2017
123602,36,,36,,,,44.1,,44.1,28%,6%,,,,6%,,,2017
123573,238,116,122,-0.03,-0.13,0.06,47.5,46.7,48.3,39%,25%,,,,15%,,,2017
123570,143,70,73,0.31,0.16,0.45,49.5,47.7,51.3,50%,32%,,,,14%,,,2017
123587,126,63,63,-0.41,-0.59,-0.23,42.3,38.4,46.2,43%,27%,,,,13%,,,2017
139143,143,68,75,0.03,-0.24,0.27,47.8,43,52.2,41%,57%,,,,29%,,,2017
140922,211,109,102,-0.17,-0.41,0.08,47.3,44.6,50.1,42%,12%,,,,7%,,,2017
123589,216,122,94,-0.07,-0.3,0.23,46,42,51.1,39%,49%,,,,32%,,,2017
137446,111,111,,0.2,0.2,,72.1,72.1,,96%,83%,,,,74%,,,2017
123595,108,60,48,0.05,-0.09,0.23,41.7,40.9,42.6,26%,16%,,,,6%,,,2017
133708,156,69,87,0.74,0.53,0.89,48.1,45.8,50,33%,30%,,,,10%,,,2017
139766,100,63,37,0.21,0.14,0.34,43.7,45,41.4,25%,19%,,,,7%,,,2017
135149,161,68,93,-0.04,-0.27,0.13,46,44.7,46.9,34%,43%,,,,20%,,,2017
123574,212,102,110,-0.21,-0.63,0.18,47.1,41.3,52.6,43%,30%,,,,11%,,,2017
123631,29,21,8,-1.44,-1.49,-1.26,0.8,0.8,0.9,0%,0%,,,,0%,,,2017
123635,9,8,1,,,,,,,,,,,,,,,2017
123610,64,40,24,,,,29.6,29,30.6,0%,0%,,,,0%,,,2017
132122,12,11,1,-2.89,,,5.5,,,0%,0%,,,,0%,,,2017
135582,173,85,88,-0.3,-0.29,-0.31,41,43.2,39,28%,29%,,,,7%,,,2017
142067,51,25,26,0.25,0.19,0.32,45.1,42.4,47.8,31%,8%,,,,4%,,,2017
136516,56,1,55,0.76,,,79,,,100%,91%,,,,89%,,,2017
123627,178,89,89,0.36,0.23,0.5,61,57.8,64.3,80%,92%,,,,58%,,,2017
139536,60,32,28,-0.64,-0.65,-0.64,35.2,35.5,34.8,12%,18%,,,,0%,,,2017
123597,225,117,108,-0.34,-0.55,-0.12,43.6,40.2,47.2,42%,79%,,,,26%,,,2017
142285,194,106,88,-0.96,-1.08,-0.81,35.4,33.7,37.4,21%,40%,,,,10%,,,2017
141502,7,5,2,,,,0.9,,,0%,0%,,,,0%,,,2017
136340,194,,194,0.15,,0.15,53.7,,53.7,53%,47%,,,,26%,,,2017
140813,32,17,15,-1.15,-1.19,-1.11,30.9,26.4,35.9,6%,9%,,,,3%,,,2017
141559,5,,,,,,,,,,,,,,,,,2017
111443,296,161,135,0.14,0.05,0.25,51.6,49.4,54.4,53%,28%,,,,22%,,,2017
142237,99,42,57,0.1,-0.09,0.22,51.9,49.8,53.4,41%,9%,,,,8%,,,2017
139953,151,78,73,-0.71,-1.03,-0.38,32.7,30.1,35.4,17%,7%,,,,1%,,,2017
111507,5,,,,,,,,,,,,,,,,,2017
111410,136,67,69,-0.15,-0.42,0.11,45.4,41.1,49.6,29%,21%,,,,13%,,,2017
137491,194,194,,0.06,0.06,,53,53,,57%,31%,,,,20%,,,2017
140108,224,123,101,0.29,0.24,0.36,52,50.6,53.6,50%,21%,,,,14%,,,2017
142472,122,53,69,-0.93,-1.05,-0.83,35.1,33.6,36.2,14%,10%,,,,3%,,,2017
140791,164,76,88,-0.03,-0.05,-0.02,50.6,49.2,51.8,57%,38%,,,,30%,,,2017
137449,209,96,113,0.17,-0.11,0.39,54.6,50.3,58.2,68%,24%,,,,19%,,,2017
111508,5,,,,,,,,,,,,,,,,,2017
136279,214,109,105,-0.09,-0.27,0.1,50,47.5,52.6,48%,53%,,,,24%,,,2017
111473,135,84,51,,,,48.9,47.3,51.7,0%,0%,,,,0%,,,2017
111474,16,8,8,,,,27.2,26.9,27.6,31%,6%,,,,6%,,,2017
136655,163,86,77,-0.13,-0.22,-0.03,48.2,48.7,47.6,48%,16%,,,,10%,,,2017
138662,113,57,56,-0.49,-0.73,-0.25,47.2,42.8,51.8,49%,24%,,,,12%,,,2017
140457,8,8,0,-1.53,-1.53,,22.6,22.6,,13%,0%,,,,0%,,,2017
134725,4,,,,,,,,,,,,,,,,,2017
111436,245,124,121,0.07,-0.14,0.3,52.7,49.5,56,48%,54%,,,,29%,,,2017
137064,86,43,43,-0.3,-0.52,-0.09,38.3,35.8,40.8,24%,16%,,,,7%,,,2017
111417,85,35,50,0,-0.26,0.18,40.6,39.2,41.6,26%,26%,,,,7%,,,2017
142890,,,,,,,,,,,,,,,,,,2017
139764,127,65,62,0.4,0.29,0.5,53,50.7,55.3,57%,61%,,,,33%,,,2017
140176,7,5,2,-3.12,,,8.8,,,0%,0%,,,,0%,,,2017
111478,53,,53,,,,48,,48,0%,0%,,,,0%,,,2017
111419,147,73,74,-0.43,-0.56,-0.3,45.1,40.7,49.4,39%,24%,,,,14%,,,2017
139139,182,91,91,0.06,-0.16,0.27,50.4,48.2,52.6,46%,56%,,,,31%,,,2017
125814,4,,,,,,,,,,,,,,,,,2017
138002,136,65,71,0.13,-0.02,0.26,53.3,52.4,54.2,63%,57%,,,,33%,,,2017
136278,234,119,115,0.3,0.07,0.53,54.8,51.3,58.5,60%,39%,,,,31%,,,2017
135941,120,53,67,-0.78,-1.05,-0.56,33.3,31,35,15%,33%,,,,7%,,,2017
111397,91,55,36,-0.49,-0.79,-0.03,42,38.7,46.9,32%,45%,,,,19%,,,2017
139343,133,73,60,-0.2,-0.61,0.27,44.4,39.9,50,31%,15%,,,,8%,,,2017
140093,10,10,,-1.59,-1.59,,15.7,15.7,,0%,0%,,,,0%,,,2017
111414,206,108,98,0.02,-0.31,0.38,48.9,44.6,53.6,54%,51%,,,,31%,,,2017
111422,246,133,113,-0.17,-0.48,0.21,46.4,43.2,50.2,41%,52%,,,,27%,,,2017
111485,106,76,30,,,,21.7,21.4,22.5,0%,0%,,,,0%,,,2017
111440,219,99,120,0.09,-0.3,0.4,53.2,49.6,56.2,53%,63%,,,,35%,,,2017
131792,1,,,,,,,,,,,,,,,,,2017
111511,3,,,,,,,,,,,,,,,,,2017
111482,32,7,25,,,,51.3,42.7,53.6,50%,9%,,,,6%,,,2017
111517,11,8,3,-2.35,,,11.8,,,0%,0%,,,,0%,,,2017
131791,1,,,,,,,,,,,,,,,,,2017
136645,207,117,90,-0.01,-0.05,0.03,53.8,54.4,53.1,60%,29%,,,,21%,,,2017
138483,168,76,92,0.19,-0.01,0.34,52.6,48.7,55.8,48%,51%,,,,33%,,,2017
142332,4,,,,,,,,,,,,,,,,,2017
138148,160,86,74,0.05,-0.36,0.54,46.2,42.5,50.5,34%,69%,,,,30%,,,2017
111396,77,45,32,0.27,0.11,0.5,45.8,47.3,43.6,35%,36%,,,,22%,,,2017
111429,246,132,114,0.35,0.32,0.38,47.2,48,46.2,34%,48%,,,,28%,,,2017
111471,108,52,56,,,,54.8,51.6,57.8,0%,0%,,,,0%,,,2017
111504,28,14,14,-1.39,-1.3,-1.47,3.9,4.6,3.1,0%,0%,,,,0%,,,2017
142302,2,,,,,,,,,,,,,,,,,2017
111486,68,,68,,,,42.2,,42.2,0%,0%,,,,0%,,,2017
137582,80,46,34,0.13,-0.16,0.56,41.6,38.6,45.6,31%,51%,,,,16%,,,2017
111450,190,110,80,-0.05,-0.41,0.46,48.8,44.4,54.7,44%,23%,,,,14%,,,2017
136543,176,89,87,0,-0.29,0.28,49.9,48.9,50.8,52%,32%,,,,22%,,,2017
111424,195,97,98,0.24,-0.06,0.52,54.4,52.3,56.6,46%,69%,,,,32%,,,2017
111503,16,11,5,,,,,,,,,,,,,,,2017
136184,169,79,90,-0.25,-0.36,-0.15,39.7,38.9,40.4,22%,26%,,,,17%,,,2017
143817,,,,,,,,,,,,,,,,,,2017
138743,190,101,89,0.43,0.38,0.49,53.2,53.8,52.6,58%,83%,,,,41%,,,2017
111451,128,82,46,-0.62,-0.86,-0.15,40.7,39,43.7,24%,35%,,,,16%,,,2017
138318,247,124,123,-0.01,-0.18,0.17,44.6,42.9,46.3,27%,27%,,,,11%,,,2017
111484,55,34,21,,,,49.5,50.6,47.9,40%,0%,,,,0%,,,2017
111483,12,0,12,,,,61.8,,61.8,75%,58%,,,,50%,,,2017
111494,5,,,,,,,,,,,,,,,,,2017
111505,8,6,2,-1.63,,,0.8,,,0%,0%,,,,0%,,,2017
144742,,,,,,,,,,,,,,,,,,2017
112052,136,76,60,0.08,0.08,0.08,42.9,42.8,43.1,25%,32%,,,,10%,,,2017
112061,149,81,68,-0.2,-0.35,-0.02,43.4,42.7,44.1,34%,20%,,,,12%,,,2017
137478,24,19,5,-1.64,,,1.8,,,0%,0%,,,,0%,,,2017
136567,166,104,62,0.03,-0.09,0.23,49.3,47,53.2,50%,28%,,,,23%,,,2017
139155,222,103,119,-0.06,-0.14,0.01,46.6,46.2,46.9,45%,71%,,,,31%,,,2017
112058,99,54,45,0.41,0.4,0.43,49.5,50,49,46%,33%,,,,20%,,,2017
136524,238,116,122,0.22,0.24,0.2,47.4,47.2,47.6,35%,32%,,,,17%,,,2017
112077,31,,31,,,,50.3,,50.3,0%,0%,,,,0%,,,2017
112055,255,125,130,0.18,-0.03,0.39,49.5,47.3,51.6,44%,31%,,,,20%,,,2017
112067,113,54,59,-0.06,-0.29,0.14,43.3,40.7,45.6,31%,18%,,,,8%,,,2017
112082,1,,,,,,,,,,,,,,,,,2017
136383,210,104,106,-0.12,-0.25,0.02,41.1,37.1,45,25%,24%,,,,14%,,,2017
140836,107,57,50,-0.06,-0.36,0.28,47.7,42.5,53.7,42%,50%,,,,27%,,,2017
112054,140,70,70,0.3,0.02,0.57,49.1,45.9,52.3,41%,15%,,,,11%,,,2017
143649,,,,,,,,,,,,,,,,,,2017
112038,147,69,78,-0.85,-0.8,-0.89,37.5,38.6,36.5,24%,7%,,,,3%,,,2017
135405,3,,,,,,,,,,,,,,,,,2017
112085,10,8,2,,,,,,,,,,,,,,,2017
112045,161,88,73,-0.23,-0.47,0.07,45,39.9,51.1,45%,43%,,,,19%,,,2017
112071,21,10,11,,,,55.3,52.2,58.1,57%,48%,,,,29%,,,2017
112050,135,57,78,-0.22,-0.47,-0.03,41.1,38.2,43.3,32%,29%,,,,12%,,,2017
143166,6,4,2,,,,,,,,,,,,,,,2017
136614,156,92,64,-0.35,-0.4,-0.28,44,42.4,46.4,33%,35%,,,,14%,,,2017
112076,129,77,52,,,,38.5,38.1,39.2,0%,0%,,,,0%,,,2017
140675,120,49,71,0.02,-0.18,0.15,48,46.2,49.3,50%,11%,,,,9%,,,2017
112065,128,60,68,-0.2,-0.46,0.02,45.7,42.2,48.7,30%,23%,,,,15%,,,2017
112041,111,58,53,-0.43,-0.58,-0.26,43.2,41.5,45,30%,11%,,,,8%,,,2017
136572,117,68,49,0.84,0.76,0.96,55.7,53.4,58.9,51%,34%,,,,21%,,,2017
137223,162,85,77,0.47,0.21,0.73,50.7,47.9,53.9,49%,40%,,,,22%,,,2017
137839,99,49,50,0.22,-0.03,0.47,41.4,36.9,45.9,37%,41%,,,,19%,,,2017
112063,53,25,28,-0.61,-0.99,-0.28,38.3,36.8,39.7,32%,26%,,,,13%,,,2017
112039,90,42,48,0.27,0.19,0.33,45.4,44,46.5,34%,36%,,,,18%,,,2017
112043,196,109,87,0.09,-0.08,0.29,48.3,47.6,49.1,43%,20%,,,,12%,,,2017
136852,211,100,111,0.42,0.24,0.58,50.1,46.4,53.4,51%,18%,,,,13%,,,2017
136596,224,115,109,-0.05,-0.22,0.12,46.6,45.4,47.9,40%,42%,,,,22%,,,2017
143167,5,,,,,,,,,,,,,,,,,2017
136573,266,143,123,0.13,-0.02,0.3,50.6,47,54.7,51%,23%,,,,17%,,,2017
136575,227,112,115,-0.42,-0.63,-0.2,39.2,37.4,41,28%,20%,,,,11%,,,2017
136533,281,139,142,-0.22,-0.71,0.25,46.2,39.7,52.5,38%,26%,,,,14%,,,2017
140942,3,,,,,,,,,,,,,,,,,2017
136873,178,77,101,0.09,-0.16,0.29,47.3,45.7,48.6,33%,73%,,,,21%,,,2017
138024,190,103,87,-0.34,-0.6,-0.03,46.3,44.1,48.9,34%,31%,,,,15%,,,2017
112464,18,12,6,,,,,,,,,,,,,,,2017
141993,6,4,2,,,,,,,,,,,,,,,2017
137251,75,39,36,-0.52,-0.8,-0.25,38.2,32.4,44.5,31%,47%,,,,19%,,,2017
112452,6,6,0,,,,12.4,12.4,,0%,0%,,,,0%,,,2017
112375,35,20,15,-0.63,-1,-0.13,35.4,30.9,41.4,20%,17%,,,,9%,,,2017
141106,55,23,32,-0.51,-0.4,-0.58,46.1,46.5,45.8,35%,58%,,,,25%,,,2017
112446,49,26,23,,,,14.1,11.4,17.1,0%,0%,,,,0%,,,2017
112384,32,15,17,0.7,0.47,0.91,51.1,47.3,54.4,34%,34%,,,,13%,,,2017
136902,177,92,85,0.12,-0.25,0.52,53.8,49.6,58.2,58%,49%,,,,32%,,,2017
137107,55,24,31,-0.14,-0.25,-0.05,46,47.9,44.5,38%,5%,,,,4%,,,2017
135555,9,2,7,,,,,,,,,,,,,,,2017
112377,29,15,14,-1.16,-1.48,-0.79,29.7,23.3,36.5,17%,10%,,,,3%,,,2017
112465,9,5,4,,,,,,,,,,,,,,,2017
135621,113,49,64,0.11,-0.22,0.35,44,40.6,46.5,28%,12%,,,,4%,,,2017
136526,200,92,108,0.16,-0.03,0.31,49.9,47.5,51.9,48%,31%,,,,21%,,,2017
112388,82,47,35,-0.11,-0.27,0.11,47.7,45.7,50.3,49%,1%,,,,1%,,,2017
140600,119,78,41,-0.32,-0.34,-0.27,44.5,43.7,46.1,31%,66%,,,,9%,,,2017
134781,2,,,,,,,,,,,,,,,,,2017
137369,237,119,118,-0.36,-0.56,-0.17,45,41,48.9,37%,36%,,,,18%,,,2017
112378,17,9,8,0.68,0.67,0.69,47.4,42.9,52.5,47%,47%,,,,35%,,,2017
141041,127,69,58,-0.68,-0.86,-0.47,39.2,38.1,40.4,17%,17%,,,,6%,,,2017
136671,108,61,47,0,-0.06,0.07,47.2,47.7,46.6,48%,23%,,,,19%,,,2017
136732,126,60,66,-0.11,-0.27,0.05,63.5,60.5,66.3,94%,87%,,,,69%,,,2017
137269,29,13,16,-0.27,-0.67,0.03,48.5,42.1,53.7,48%,17%,,,,17%,,,2017
135410,3,,,,,,,,,,,,,,,,,2017
112397,217,93,124,0.1,-0.22,0.35,50.7,47,53.4,53%,48%,,,,30%,,,2017
112468,10,7,3,,,,,,,,,,,,,,,2017
112385,204,98,106,-0.16,-0.31,-0.01,50.1,47.8,52.3,53%,35%,,,,23%,,,2017
112442,10,8,2,,,,31.6,,,10%,0%,,,,0%,,,2017
134191,5,,,,,,,,,,,,,,,,,2017
140406,97,49,48,-1.41,-1.5,-1.31,31.1,28.4,33.8,11%,24%,,,,5%,,,2017
135632,152,78,74,0.28,-0.03,0.59,51.3,49.1,53.6,49%,66%,,,,26%,,,2017
132112,5,,,,,,,,,,,,,,,,,2017
135620,127,55,72,0.17,0.04,0.26,49,47.5,50.2,37%,24%,,,,9%,,,2017
112379,71,42,29,-0.19,-0.48,0.22,44.1,40.3,49.6,37%,25%,,,,11%,,,2017
137338,68,30,38,0.22,-0.12,0.51,48.5,43.9,52.1,50%,10%,,,,9%,,,2017
112461,2,,,,,,,,,,,,,,,,,2017
112398,155,73,82,-0.41,-0.55,-0.29,41.8,41.9,41.6,33%,15%,,,,6%,,,2017
137254,170,84,86,-0.26,-0.39,-0.13,42.8,41.1,44.5,36%,59%,,,,19%,,,2017
136357,223,122,101,0.09,-0.11,0.34,52.6,50.5,55.1,57%,50%,,,,32%,,,2017
143749,,,,,,,,,,,,,,,,,,2017
