URN,KS4 Pupils,KS4 Boys,KS4 Girls,Progress 8,Progress 8 Boys,Progress 8 Girls,Attainment 8,Attainment 8 Boys,Attainment 8 Girls,Eng Maths Grade 5,Entering EBacc,EBacc Avg Score,EBacc Avg Boys,EBacc Avg Girls,EBacc Grade 5,Progress 8 Band,P8 Desc,Academic Year
131337,11,,11,,,,40.3,,40.3,18%,0%,,,,0%,,,2016
119758,58,25,33,-0.76,-0.91,-0.63,41.1,39.1,42.6,38%,19%,,,,7%,,,2016
134995,47,25,22,-0.85,-0.89,-0.82,35.1,33.2,37.2,30%,38%,,,,6%,,,2016
119767,258,119,139,-0.18,-0.38,-0.01,51.6,48,54.6,69%,26%,,,,18%,,,2016
119851,9,5,4,,,,51.2,,,78%,67%,,,,44%,,,2016
119711,161,86,75,-0.42,-0.64,-0.16,40.2,37.5,43.4,37%,11%,,,,6%,,,2016
136717,228,122,106,0.24,0.27,0.22,54.7,54.1,55.3,80%,29%,,,,21%,,,2016
119757,152,77,75,0.14,-0.1,0.38,49.6,45.8,53.4,68%,20%,,,,10%,,,2016
119803,159,88,71,0.18,0.01,0.39,55.1,52.4,58.3,80%,39%,,,,28%,,,2016
119794,128,128,,0,0,,55,55,,80%,38%,,,,27%,,,2016
131355,29,,29,,,,52.8,,52.8,76%,0%,,,,0%,,,2016
119844,5,,,,,,,,,,,,,,,,,2016
119835,103,51,52,,,,62.2,60,64.4,90%,62%,,,,48%,,,2016
136381,113,,113,0.29,,0.29,70.4,,70.4,99%,89%,,,,88%,,,2016
136742,147,147,,0.34,0.34,,70.1,70.1,,100%,84%,,,,82%,,,2016
119774,126,61,65,-0.32,-0.34,-0.3,48,47.1,48.9,56%,68%,,,,29%,,,2016
119749,120,63,57,-0.37,-0.71,0,49.5,45.4,54,59%,15%,,,,10%,,,2016
137111,146,72,74,-0.11,-0.27,0.05,52,50.3,53.6,58%,7%,,,,5%,,,2016
119740,234,117,117,-0.14,-0.36,0.07,50.5,47,54,65%,22%,,,,14%,,,2016
137498,15,8,7,,,,50.9,48.5,53.7,67%,53%,,,,33%,,,2016
134990,157,75,82,-0.33,-0.61,-0.09,38.8,33.6,43.6,36%,31%,,,,8%,,,2016
119714,165,89,76,0.09,-0.1,0.31,50.4,46.4,55.1,84%,41%,,,,28%,,,2016
119773,95,63,32,0,-0.18,0.35,44.9,43.5,47.7,48%,12%,,,,5%,,,2016
119820,36,26,10,,,,32.7,32.7,32.6,0%,0%,,,,0%,,,2016
119761,222,103,119,0,-0.17,0.14,48.2,45.5,50.6,55%,16%,,,,5%,,,2016
119804,133,71,62,-0.58,-0.73,-0.41,41.4,38.9,44.3,45%,16%,,,,12%,,,2016
119717,118,57,61,-0.7,-0.86,-0.54,41.1,37.9,44,53%,6%,,,,3%,,,2016
119833,13,6,7,,,,60.7,63.3,58.4,100%,38%,,,,38%,,,2016
132834,209,99,110,-0.19,-0.41,0.01,53,49.8,56,72%,42%,,,,31%,,,2016
119782,138,71,67,-0.08,-0.35,0.21,51.4,48.8,54.1,62%,69%,,,,29%,,,2016
119798,108,44,64,0.07,0,0.11,46.8,43.8,48.9,58%,4%,,,,4%,,,2016
119779,176,78,98,0.21,-0.05,0.42,56,52.1,59.1,77%,28%,,,,24%,,,2016
138647,211,117,94,-0.13,-0.31,0.09,52.7,49.9,56.2,66%,41%,,,,28%,,,2016
134989,202,98,104,0.32,0.18,0.45,47.9,46.1,49.6,53%,12%,,,,8%,,,2016
119765,121,,121,0.4,,0.4,56.6,,56.6,76%,23%,,,,18%,,,2016
138948,120,63,57,-0.08,-0.16,0.01,48.5,48.3,48.7,64%,10%,,,,7%,,,2016
136801,75,,75,0.92,,0.92,61.3,,61.3,76%,83%,,,,68%,,,2016
139426,2,,,,,,,,,,,,,,,,,2016
119721,150,79,71,-0.66,-0.93,-0.35,41.2,36.7,46.2,36%,4%,,,,0%,,,2016
119716,242,129,113,-0.05,-0.23,0.16,50.4,47.8,53.4,63%,13%,,,,9%,,,2016
136731,255,135,120,0.24,0.36,0.1,56.2,56.6,55.7,80%,34%,,,,25%,,,2016
119818,76,53,23,,,,21.8,17.9,30.7,0%,0%,,,,0%,,,2016
119789,157,84,73,-0.17,-0.19,-0.16,50.6,49.6,51.6,62%,54%,,,,31%,,,2016
119819,8,5,3,,,,30.8,,,25%,38%,,,,25%,,,2016
119801,211,109,102,0.07,-0.11,0.27,54,52.8,55.3,71%,32%,,,,21%,,,2016
119792,141,72,69,0.28,0.16,0.4,57.6,56.4,58.9,79%,43%,,,,31%,,,2016
119788,149,72,77,-0.03,-0.18,0.1,53.3,51.8,54.7,71%,51%,,,,34%,,,2016
119800,79,40,39,0.12,0.09,0.14,49.5,48.5,50.6,62%,29%,,,,15%,,,2016
119785,132,67,65,-0.3,-0.52,-0.08,46.3,43.4,49.2,55%,32%,,,,19%,,,2016
119816,125,56,69,-0.28,-0.5,-0.11,51.3,47.7,54.2,68%,34%,,,,20%,,,2016
136893,220,114,106,0.19,0.07,0.32,58.4,56.5,60.5,89%,51%,,,,38%,,,2016
119824,30,15,15,,,,57.3,56.5,58,77%,37%,,,,30%,,,2016
134994,136,87,49,-0.52,-0.54,-0.48,40.9,39.9,42.6,49%,17%,,,,4%,,,2016
134996,174,101,73,0.23,0.07,0.44,49.3,48.4,50.5,56%,54%,,,,24%,,,2016
119738,137,68,69,-0.73,-0.86,-0.59,41.8,39.5,44.1,39%,45%,,,,15%,,,2016
119817,106,56,50,,,,43.5,43.2,43.9,0%,0%,,,,0%,,,2016
137768,130,70,60,0.34,0.16,0.56,52.1,48.4,56.5,65%,28%,,,,22%,,,2016
135003,157,81,76,-0.15,-0.3,0,47.2,44.4,50.1,57%,34%,,,,22%,,,2016
119751,112,61,51,0.22,0.1,0.36,54.8,54.2,55.4,75%,70%,,,,51%,,,2016
139792,43,38,5,-0.74,,,36.9,,,21%,0%,,,,0%,,,2016
119743,135,65,70,-0.13,-0.04,-0.22,45.7,46.1,45.3,52%,21%,,,,13%,,,2016
119723,81,38,43,-0.35,-0.4,-0.31,43.5,42.8,44.1,47%,46%,,,,19%,,,2016
119725,81,44,37,-0.48,-0.67,-0.25,41,38,44.7,33%,17%,,,,12%,,,2016
119753,100,53,47,0.16,0.03,0.3,49.2,48.4,50.1,48%,27%,,,,7%,,,2016
136003,20,20,,,,,2.7,2.7,,0%,0%,,,,0%,,,2016
136072,3,,,,,,,,,,,,,,,,,2016
131025,22,22,,,,,10.5,10.5,,0%,0%,,,,0%,,,2016
130902,2,,,,,,,,,,,,,,,,,2016
119861,3,,,,,,,,,,,,,,,,,2016
136050,1,,,,,,,,,,,,,,,,,2016
119883,20,15,5,,,,,,,,,,,,,,,2016
119895,8,8,,-2.83,-2.83,,8.7,8.7,,13%,0%,,,,0%,,,2016
141864,4,,,,,,,,,,,,,,,,,2016
119877,19,15,4,,,,,,,,,,,,,,,2016
119893,5,,,,,,,,,,,,,,,,,2016
119849,17,13,4,,,,4.9,,,0%,0%,,,,0%,,,2016
135541,18,15,3,,,,7.2,,,0%,0%,,,,0%,,,2016
135292,3,,,,,,,,,,,,,,,,,2016
119878,13,11,2,,,,,,,,,,,,,,,2016
131479,10,6,4,,,,,,,,,,,,,,,2016
119898,5,,,,,,,,,,,,,,,,,2016
119887,6,1,5,,,,,,,,,,,,,,,2016
129571,5,,,,,,,,,,,,,,,,,2016
119880,10,9,1,-1.77,,,1.3,,,0%,0%,,,,0%,,,2016
119892,8,3,5,,,,,,,,,,,,,,,2016
119889,2,,,,,,,,,,,,,,,,,2016
138868,2,,,,,,,,,,,,,,,,,2016
119866,7,7,0,,,,6.1,6.1,,0%,0%,,,,0%,,,2016
132079,18,14,4,,,,5.6,,,0%,0%,,,,0%,,,2016
119876,19,14,5,-1.54,,,4.6,,,0%,0%,,,,0%,,,2016
136069,2,,,,,,,,,,,,,,,,,2016
131575,9,8,1,,,,10,,,11%,0%,,,,0%,,,2016
135015,18,12,6,-2.18,,,1.4,0.9,2.3,0%,0%,,,,0%,,,2016
133540,13,11,2,,,,14.4,,,8%,0%,,,,0%,,,2016
131138,2,,,,,,,,,,,,,,,,,2016
131163,5,,,,,,,,,,,,,,,,,2016
135013,10,7,3,,,,,,,,,,,,,,,2016
134625,15,13,2,-3,,,8.7,,,0%,0%,,,,0%,,,2016
135092,8,2,6,,,,2.5,,,0%,0%,,,,0%,,,2016
119845,15,12,3,,,,14.1,,,0%,0%,,,,0%,,,2016
135346,27,17,10,-1.8,-1.79,-1.82,0.3,0.5,0,0%,0%,,,,0%,,,2016
119897,3,,,,,,,,,,,,,,,,,2016
119891,14,12,2,-2.04,,,0.6,,,0%,0%,,,,0%,,,2016
119853,20,9,11,,,,3.5,3.3,3.5,0%,0%,,,,0%,,,2016
119873,15,15,,-0.82,-0.82,,26,26,,7%,27%,,,,0%,,,2016
131258,20,11,9,-1.95,-1.87,-2.08,0.2,0.4,0,0%,0%,,,,0%,,,2016
119856,21,,21,,,,39.8,,39.8,33%,24%,,,,19%,,,2016
134906,137,65,72,-0.07,-0.23,0.06,45.5,42.3,48.4,54%,41%,,,,21%,,,2016
135580,183,83,100,-0.09,-0.16,-0.03,49.7,45.5,53.2,67%,11%,,,,8%,,,2016
139924,23,17,6,-2.01,-1.86,-2.43,21.8,24.1,15.6,4%,4%,,,,0%,,,2016
141321,132,69,63,-0.5,-0.87,-0.09,46.3,42.1,51,55%,24%,,,,11%,,,2016
132749,44,,44,,,,59.9,,59.9,77%,100%,,,,68%,,,2016
131389,44,44,,,,,64.2,64.2,,100%,100%,,,,89%,,,2016
133541,25,6,19,,,,52.4,58.3,50.6,76%,96%,,,,36%,,,2016
119790,149,78,71,0.04,-0.01,0.1,46.4,44.8,48.2,41%,9%,,,,4%,,,2016
142088,,,,,,,,,,,,,,,,,,2016
119715,219,124,95,0.1,0.03,0.18,46,45.7,46.4,61%,8%,,,,7%,,,2016
141165,87,57,30,0.18,0.12,0.3,58.3,58.6,57.8,86%,69%,,,,43%,,,2016
119793,192,92,100,0.14,0.06,0.21,54.3,53.5,55,74%,46%,,,,30%,,,2016
136900,233,120,113,-0.05,-0.28,0.18,52.9,50.1,55.8,66%,24%,,,,19%,,,2016
138220,74,74,,1.15,1.15,,61.8,61.8,,95%,86%,,,,73%,,,2016
141565,126,,126,1.37,,1.37,64.8,,64.8,97%,93%,,,,79%,,,2016
119826,59,0,59,,,,62.9,,62.9,88%,59%,,,,59%,,,2016
140879,176,102,74,0.25,0.12,0.44,49.6,46.9,53.4,66%,51%,,,,32%,,,2016
138884,4,,,,,,,,,,,,,,,,,2016
119858,12,6,6,,,,,,,,,,,,,,,2016
132051,12,11,1,,,,,,,,,,,,,,,2016
141132,172,71,101,-0.66,-0.54,-0.75,40.5,41.3,40,41%,5%,,,,3%,,,2016
119732,215,117,98,-1.13,-1.34,-0.87,38.3,36.2,40.8,38%,13%,,,,6%,,,2016
142469,,,,,,,,,,,,,,,,,,2016
137973,280,124,156,-0.2,-0.32,-0.1,48.9,47.3,50.2,62%,37%,,,,18%,,,2016
140759,186,98,88,-0.16,-0.3,0,46.5,45.4,47.7,54%,21%,,,,12%,,,2016
141257,209,112,97,0.08,0.06,0.11,50,49.6,50.5,59%,18%,,,,11%,,,2016
140021,151,68,83,-0.15,-0.23,-0.09,43.4,42,44.5,34%,15%,,,,7%,,,2016
139675,84,46,38,0.07,0.04,0.12,44.2,44.1,44.3,42%,7%,,,,2%,,,2016
119868,6,4,2,,,,,,,,,,,,,,,2016
140143,22,12,10,-1.78,-1.45,-2.12,1.5,2,0.9,0%,0%,,,,0%,,,2016
119871,5,,,,,,,,,,,,,,,,,2016
138832,130,69,61,-0.14,-0.21,-0.06,49.8,48.9,50.7,70%,43%,,,,39%,,,2016
140698,176,72,104,0.18,-0.11,0.38,53.1,48.8,56.1,69%,71%,,,,50%,,,2016
137536,265,136,129,-0.11,-0.34,0.13,51.7,49,54.6,60%,73%,,,,28%,,,2016
137981,386,181,205,0.05,-0.06,0.15,50.8,48.1,53.3,58%,35%,,,,24%,,,2016
137409,169,70,99,-0.11,-0.26,-0.01,58.1,56.4,59.3,82%,86%,,,,49%,,,2016
138837,78,41,37,-0.37,-0.69,-0.02,49.1,45.1,53.5,58%,35%,,,,29%,,,2016
137763,259,135,124,-0.09,-0.2,0.04,49.1,46.9,51.5,64%,32%,,,,21%,,,2016
137085,90,46,44,0.2,0.1,0.29,52.3,52.1,52.5,70%,44%,,,,23%,,,2016
136627,226,127,99,-0.04,-0.12,0.06,54,52.4,56.1,77%,35%,,,,27%,,,2016
122854,151,91,60,-0.19,-0.27,-0.07,49.9,48.6,51.8,66%,40%,,,,24%,,,2016
138810,149,75,74,-0.21,-0.28,-0.13,49.1,48.1,50,68%,50%,,,,30%,,,2016
122867,176,93,83,-0.59,-0.62,-0.56,47.7,46.8,48.6,59%,45%,,,,20%,,,2016
139062,166,99,67,0.02,-0.13,0.23,48.9,46.3,52.8,54%,48%,,,,19%,,,2016
138964,161,81,80,-0.55,-0.71,-0.38,49.3,47.4,51.3,69%,31%,,,,21%,,,2016
138076,193,95,98,-0.27,-0.32,-0.22,46.9,45.7,48,55%,29%,,,,21%,,,2016
122830,113,48,65,0.21,0.14,0.27,51.2,47.1,54.3,66%,16%,,,,12%,,,2016
136291,219,114,105,0.27,0.18,0.37,57.7,56,59.6,79%,37%,,,,33%,,,2016
140992,98,54,44,0.46,0.29,0.67,53.4,53.4,53.4,66%,27%,,,,12%,,,2016
139956,181,102,79,-0.3,-0.47,-0.09,44.2,42.1,46.9,54%,20%,,,,10%,,,2016
137628,203,95,108,0.32,0.29,0.34,54.1,52.1,55.8,70%,34%,,,,25%,,,2016
131998,4,,,,,,,,,,,,,,,,,2016
138641,231,120,111,-0.46,-0.63,-0.28,49.2,46.2,52.4,63%,35%,,,,23%,,,2016
138481,87,53,34,-0.81,-0.93,-0.6,39.7,39,40.9,43%,49%,,,,14%,,,2016
122937,3,,,,,,,,,,,,,,,,,2016
140549,159,80,79,-0.22,-0.36,-0.08,42.6,39.9,45.4,42%,14%,,,,9%,,,2016
137158,160,90,70,-0.24,-0.45,0.02,46.7,43.4,51,64%,71%,,,,14%,,,2016
138411,121,63,58,0.08,0.12,0.05,50.7,51.8,49.5,50%,21%,,,,15%,,,2016
122898,240,110,130,0.25,0.06,0.42,58.2,55.5,60.5,84%,63%,,,,41%,,,2016
137159,195,96,99,0.1,0.07,0.13,49.1,47.7,50.5,63%,30%,,,,21%,,,2016
138872,136,63,73,-0.87,-1.22,-0.57,42,38.5,45.1,53%,35%,,,,7%,,,2016
122953,7,6,1,,,,,,,,,,,,,,,2016
122956,12,9,3,-2.32,,,7.4,,,8%,0%,,,,0%,,,2016
122949,8,7,1,-2.44,,,11.3,,,0%,0%,,,,0%,,,2016
122947,3,,,,,,,,,,,,,,,,,2016
138661,11,8,3,-2.02,,,1,,,0%,0%,,,,0%,,,2016
134649,3,,,,,,,,,,,,,,,,,2016
135393,4,,,,,,,,,,,,,,,,,2016
130996,11,9,2,,,,,,,,,,,,,,,2016
139603,14,12,2,,,,7.6,,,0%,0%,,,,0%,,,2016
122955,15,10,5,,,,,,,,,,,,,,,2016
136039,4,,,,,,,,,,,,,,,,,2016
122952,11,8,3,,,,,,,,,,,,,,,2016
137798,298,153,145,-0.01,-0.14,0.12,50.8,48.4,53.4,60%,24%,,,,15%,,,2016
140369,84,48,36,-0.34,-0.48,-0.16,41.4,39.8,43.6,26%,33%,,,,6%,,,2016
135685,166,89,77,-1.17,-1.46,-0.84,33.5,28.8,38.8,20%,20%,,,,1%,,,2016
134253,131,65,66,-0.41,-0.4,-0.42,40.4,39.3,41.4,42%,15%,,,,5%,,,2016
122828,249,143,106,-0.79,-0.94,-0.57,38.1,36.4,40.4,33%,14%,,,,8%,,,2016
141335,124,53,71,-0.85,-0.92,-0.79,40.5,38.6,41.9,35%,23%,,,,9%,,,2016
136724,199,108,91,0.07,0.06,0.08,55.8,56.2,55.3,78%,72%,,,,46%,,,2016
122912,23,0,23,,,,51.4,,51.4,4%,0%,,,,0%,,,2016
131119,20,,20,,,,42.9,,42.9,55%,0%,,,,0%,,,2016
140487,3,,,,,,,,,,,,,,,,,2016
135881,347,183,164,-0.43,-0.54,-0.31,42.9,41,44.9,52%,58%,,,,25%,,,2016
139765,169,77,92,-0.25,-0.37,-0.15,47.9,45.1,50.3,52%,20%,,,,15%,,,2016
141010,,,,,,,,,,,,,,,,,,2016
137184,89,,89,0.31,,0.31,51,,51,62%,63%,,,,35%,,,2016
122936,88,,88,,,,47.8,,47.8,0%,0%,,,,0%,,,2016
122915,101,101,0,,,,48.8,48.8,,0%,0%,,,,0%,,,2016
140984,59,34,25,-0.17,0.12,-0.56,48.3,50.7,45.1,58%,5%,,,,3%,,,2016
135761,134,66,68,-0.23,-0.37,-0.08,41.5,37.6,45.4,51%,10%,,,,6%,,,2016
141363,140,71,69,-0.18,-0.33,-0.03,51.7,51.2,52.1,72%,19%,,,,12%,,,2016
139771,3,,,,,,,,,,,,,,,,,2016
138573,128,68,60,-0.31,-0.44,-0.16,43.5,40.7,46.7,43%,41%,,,,16%,,,2016
138341,173,87,86,0.08,-0.03,0.2,55.9,53.9,57.8,72%,40%,,,,29%,,,2016
137915,14,9,5,,,,,,,,,,,,,,,2016
135573,12,9,3,,,,,,,,,,,,,,,2016
122964,5,,,,,,,,,,,,,,,,,2016
134889,9,9,0,,,,,,,,,,,,,,,2016
122966,6,6,0,-1.82,-1.82,,12.7,12.7,,0%,0%,,,,0%,,,2016
122962,10,10,0,-1.54,-1.54,,4.7,4.7,,0%,0%,,,,0%,,,2016
123602,32,,32,,,,38.2,,38.2,28%,0%,,,,0%,,,2016
123599,28,19,9,,,,53.4,52.9,54.3,57%,71%,,,,43%,,,2016
123570,165,86,79,0.23,0.03,0.45,53.5,50.5,56.7,68%,30%,,,,16%,,,2016
139143,163,96,67,0.09,0.08,0.1,52.3,51.4,53.5,72%,60%,,,,44%,,,2016
139455,132,66,66,-0.1,-0.27,0.07,52.3,50.2,54.4,59%,25%,,,,17%,,,2016
123564,78,37,41,-0.03,-0.16,0.09,51.8,49.9,53.5,74%,41%,,,,35%,,,2016
123623,63,30,33,,,,52.8,52,53.5,0%,0%,,,,0%,,,2016
137336,138,70,68,0.07,-0.02,0.17,53.6,53.1,54.1,72%,65%,,,,36%,,,2016
123600,97,67,30,,,,27.9,26.6,30.9,0%,0%,,,,0%,,,2016
139231,68,34,34,-0.34,-0.36,-0.32,42.4,41.2,43.5,50%,9%,,,,6%,,,2016
123580,163,78,85,-0.14,-0.39,0.1,46.5,44.9,48.1,47%,46%,,,,20%,,,2016
140922,209,105,104,-0.12,-0.38,0.14,52.1,49.3,54.9,65%,21%,,,,12%,,,2016
141451,103,50,53,0.12,0.01,0.22,52.7,51.4,53.9,73%,36%,,,,23%,,,2016
139102,110,59,51,-0.36,-0.53,-0.15,47.9,45.7,50.5,64%,43%,,,,30%,,,2016
123587,134,71,63,-0.1,-0.17,-0.03,48.2,46.6,49.9,58%,37%,,,,18%,,,2016
136979,233,109,124,-0.05,-0.13,0.01,49.6,47.5,51.5,61%,64%,,,,29%,,,2016
123577,98,52,46,0.15,0.08,0.24,55.9,53.4,58.7,72%,23%,,,,20%,,,2016
123573,233,119,114,-0.17,-0.41,0.07,52.2,51.3,53,66%,27%,,,,21%,,,2016
123604,58,,58,,,,70.1,,70.1,93%,84%,,,,78%,,,2016
142153,116,68,48,0.17,0.07,0.31,51.7,50,54.1,58%,41%,,,,29%,,,2016
123613,63,40,23,,,,32.7,33.6,31,37%,22%,,,,17%,,,2016
138216,163,88,75,0.06,-0.07,0.22,57.1,56.3,58,75%,50%,,,,41%,,,2016
123575,75,32,43,-0.12,-0.11,-0.12,47.8,46.3,49,43%,20%,,,,11%,,,2016
143142,,,,,,,,,,,,,,,,,,2016
143401,,,,,,,,,,,,,,,,,,2016
123620,68,0,68,,,,60.6,,60.6,84%,49%,,,,47%,,,2016
123608,109,99,10,,,,31.3,31.3,31.9,1%,0%,,,,0%,,,2016
141176,94,51,43,-0.13,-0.04,-0.24,45.9,46,45.7,54%,15%,,,,4%,,,2016
139464,111,54,57,-0.19,-0.25,-0.12,42.5,41.4,43.5,44%,13%,,,,9%,,,2016
123589,202,105,97,0.1,0,0.21,53.1,50.9,55.4,71%,51%,,,,34%,,,2016
139769,164,74,90,0.02,-0.23,0.22,53.9,51.4,56,73%,46%,,,,35%,,,2016
132772,1,,,,,,,,,,,,,,,,,2016
123619,15,15,,,,,17.7,17.7,,13%,7%,,,,0%,,,2016
131171,9,0,9,,,,8.4,,8.4,0%,0%,,,,0%,,,2016
135511,4,,,,,,,,,,,,,,,,,2016
131033,1,,,,,,,,,,,,,,,,,2016
133478,10,8,2,,,,4.2,,,0%,0%,,,,0%,,,2016
135445,6,5,1,,,,,,,,,,,,,,,2016
138580,5,,,,,,,,,,,,,,,,,2016
139220,3,,,,,,,,,,,,,,,,,2016
140531,22,16,6,-1.53,-1.52,-1.56,2.4,3.3,0,5%,0%,,,,0%,,,2016
134000,6,5,1,,,,,,,,,,,,,,,2016
123630,13,13,0,-2.63,-2.63,,12.3,12.3,,0%,0%,,,,0%,,,2016
135582,180,79,101,-0.23,-0.36,-0.13,46.4,43.3,48.9,45%,55%,,,,24%,,,2016
137446,116,116,,-0.01,-0.01,,68.6,68.6,,99%,72%,,,,62%,,,2016
123574,214,126,88,-0.29,-0.35,-0.21,50.5,49.6,51.7,64%,26%,,,,12%,,,2016
123597,229,123,106,-0.15,-0.38,0.12,48.6,45,52.7,54%,73%,,,,24%,,,2016
123595,108,56,52,0.02,-0.03,0.08,44.8,41.6,48.1,40%,25%,,,,14%,,,2016
133708,180,100,80,0.62,0.57,0.68,52.3,51.5,53.4,58%,14%,,,,5%,,,2016
142067,87,34,53,0.24,-0.06,0.43,51.8,49.2,53.4,57%,18%,,,,10%,,,2016
135149,166,99,67,-0.03,-0.19,0.21,51.4,49.7,53.9,72%,66%,,,,21%,,,2016
136516,55,,55,0.36,,0.36,72.6,,72.6,100%,78%,,,,78%,,,2016
139766,119,63,56,-0.32,-0.24,-0.42,44.9,43.8,46.3,47%,27%,,,,8%,,,2016
139536,84,41,43,-0.82,-0.87,-0.78,38.6,37,40.1,24%,0%,,,,0%,,,2016
142285,238,121,117,-0.69,-0.91,-0.48,41.9,38.5,45.4,41%,45%,,,,14%,,,2016
123627,182,89,93,0.4,0.21,0.59,63.1,61.6,64.6,98%,91%,,,,63%,,,2016
123610,79,45,34,,,,51.2,51.2,51.1,67%,43%,,,,33%,,,2016
123635,9,8,1,,,,,,,,,,,,,,,2016
133371,7,2,5,,,,7.3,,,0%,0%,,,,0%,,,2016
132122,13,12,1,-2.57,,,4.7,,,0%,0%,,,,0%,,,2016
123631,33,25,8,-1.73,-1.85,-1.37,2.6,2.4,3.2,0%,0%,,,,0%,,,2016
111478,41,,41,,,,50.1,,50.1,0%,0%,,,,0%,,,2016
139139,199,96,103,-0.11,-0.18,-0.04,52.5,51.5,53.3,63%,63%,,,,37%,,,2016
140108,206,98,108,0.03,-0.13,0.17,54.6,51.4,57.4,73%,51%,,,,36%,,,2016
111474,17,8,9,,,,45.9,37.8,53.2,47%,35%,,,,29%,,,2016
136279,211,95,116,-0.06,-0.18,0.05,53.5,51.2,55.3,71%,54%,,,,36%,,,2016
136655,163,77,86,0.01,-0.14,0.14,53.2,50.2,55.8,64%,32%,,,,25%,,,2016
142890,,,,,,,,,,,,,,,,,,2016
138662,141,77,64,-0.26,-0.33,-0.18,49.5,49.1,50,64%,19%,,,,11%,,,2016
136278,238,116,122,0.03,-0.08,0.13,54.8,52.6,56.8,79%,37%,,,,32%,,,2016
137449,210,99,111,0.1,-0.09,0.27,56.5,53.9,58.9,81%,45%,,,,37%,,,2016
111442,109,56,53,-0.98,-1.27,-0.66,39.4,36.3,42.7,37%,15%,,,,8%,,,2016
111473,150,84,66,,,,68.1,65.8,71,99%,86%,,,,77%,,,2016
138002,147,68,79,-0.06,-0.03,-0.09,52,51.7,52.2,70%,42%,,,,32%,,,2016
140813,52,40,12,-0.64,-0.86,0.1,43.9,43.1,46.5,54%,8%,,,,6%,,,2016
137064,62,32,30,0.13,0.22,0.05,52,53.4,50.5,61%,19%,,,,11%,,,2016
111419,180,87,93,-0.52,-0.57,-0.47,48.1,47.8,48.3,64%,28%,,,,15%,,,2016
111410,145,79,66,-0.41,-0.54,-0.26,45.9,42.8,49.5,57%,27%,,,,19%,,,2016
142472,,,,,,,,,,,,,,,,,,2016
111436,248,127,121,0.03,-0.08,0.16,55.5,53.4,57.7,70%,51%,,,,37%,,,2016
111417,103,56,47,-0.29,-0.53,-0.04,44.7,42.3,47.5,50%,19%,,,,10%,,,2016
139764,128,58,70,0.14,-0.15,0.4,54.5,47.4,60.3,68%,73%,,,,38%,,,2016
136340,209,,209,-0.03,,-0.03,57.8,,57.8,85%,53%,,,,33%,,,2016
137491,205,205,,-0.07,-0.07,,54.1,54.1,,72%,30%,,,,20%,,,2016
142237,105,57,48,-0.15,-0.25,-0.03,51.4,50.8,52,61%,21%,,,,12%,,,2016
139953,172,77,95,-0.69,-0.73,-0.65,41.2,40.3,41.9,34%,21%,,,,5%,,,2016
140791,183,81,102,0.12,-0.06,0.26,54.2,51.6,56.3,83%,47%,,,,41%,,,2016
111443,302,157,145,-0.17,-0.38,0.06,53.8,50.3,57.6,75%,32%,,,,27%,,,2016
140457,6,6,0,-3.66,-3.66,,3.7,3.7,,0%,0%,,,,0%,,,2016
111499,1,,,,,,,,,,,,,,,,,2016
141502,4,,,,,,,,,,,,,,,,,2016
134725,6,4,2,,,,7.7,,,17%,0%,,,,0%,,,2016
111508,4,,,,,,,,,,,,,,,,,2016
140176,,,,,,,,,,,,,,,,,,2016
131733,5,,,,,,,,,,,,,,,,,2016
111507,8,2,6,,,,,,,,,,,,,,,2016
111484,57,34,23,,,,59.6,60.9,57.7,88%,33%,,,,28%,,,2016
111424,207,102,105,0.36,0.24,0.48,59.7,58.6,60.7,80%,75%,,,,54%,,,2016
136543,166,76,90,0.06,-0.13,0.22,51.2,51.3,51.1,61%,64%,,,,29%,,,2016
111396,81,34,47,0.13,0.07,0.17,49,47.4,50.2,63%,25%,,,,9%,,,2016
139343,146,73,73,0.22,0,0.42,52,49.7,54.3,64%,44%,,,,21%,,,2016
136645,200,111,89,-0.08,-0.38,0.31,53.9,50.4,58.2,75%,34%,,,,30%,,,2016
138743,176,78,98,0.57,0.51,0.62,58.3,56.3,59.8,89%,79%,,,,48%,,,2016
111483,13,0,13,,,,56.3,,56.3,62%,69%,,,,54%,,,2016
111451,170,79,91,0.12,-0.09,0.29,50.3,47.9,52.3,53%,36%,,,,24%,,,2016
111471,104,66,38,,,,58.9,60.7,55.9,20%,3%,,,,3%,,,2016
111482,32,11,21,,,,53.6,48.1,56.5,75%,9%,,,,6%,,,2016
138148,171,76,95,0.03,-0.07,0.11,52.9,51.4,54.2,77%,73%,,,,42%,,,2016
111440,221,105,116,-0.08,-0.16,0,54.8,53.8,55.6,71%,62%,,,,30%,,,2016
142332,1,,,,,,,,,,,,,,,,,2016
111485,107,66,41,,,,28.5,27.6,29.9,0%,0%,,,,0%,,,2016
138318,271,159,112,0.18,0.14,0.23,53.1,53.5,52.5,67%,35%,,,,23%,,,2016
111397,112,53,59,-0.06,-0.25,0.13,46.6,44.3,48.6,45%,56%,,,,31%,,,2016
111486,73,,73,,,,43.6,,43.6,0%,0%,,,,0%,,,2016
111450,189,84,105,0.12,-0.11,0.32,55.3,52.7,57.3,78%,29%,,,,22%,,,2016
138483,175,84,91,0.36,0.06,0.64,58.4,54.8,61.8,79%,65%,,,,46%,,,2016
